bus_n,v_mag,v_ang,p_load,q_load,p_gen,q_gen
2501.0,1.0446790000000001,-20.290229991718043,0.0,0.0,76.8,10.64256114357655
2502.0,1.0701963497284566,-35.28422032577802,0.0,-0.0,,
2503.0,1.007407483951386,-20.843346202715267,-0.0,0.0,,
2504.0,1.005424536413903,-45.529690733978775,119.2,32.1,,
2505.0,0.9967442895365375,-32.246233414166355,48.75,16.2,,
2506.0,0.9748033297102213,-19.84990236371343,-14.9,-4.81,,
2507.0,1.0614871427892758,-41.71322795078279,-0.0,0.0,,
2508.0,1.0058888355960582,11.440390024689027,41.8,5.9,,
2509.0,1.0257890000000003,-12.623650140677153,0.0,0.0,-92.5,9.246806123444856
2510.0,1.0254814439610749,-11.633576739992566,115.87,29.41,,
2511.0,1.045090474426493,17.06687784747634,174.1,-519.7,,
2512.0,1.0549418861093383,-31.977944140568496,0.0,0.0,,
2513.0,1.0379926761480824,35.84518212719121,0.0,-0.0,,
2514.0,1.0243588387241604,-2.977430913802202,18.2,2.6,,
2515.0,0.998497,-23.61474292881196,0.0,0.0,27.7,6.93144824079564
2516.0,1.0243138008503734,-11.952429796323198,-0.0,-0.0,,
2517.0,1.013559,-45.102259470956454,0.0,0.0,3.85,-1.2356728846771716
2518.0,0.9972010044017323,-11.23670190980891,-5.29,-1.91,,
2519.0,1.028396,66.54183059152872,0.0,0.0,-48.0,21.567340787235704
2520.0,0.9921883268043491,-2.280346244951083,-0.0,-0.0,,
2521.0,1.0202793403519024,-3.9356610422681886,90.5,12.9,,
2522.0,1.0697042903506346,-20.78337375676102,59.7,26.3,,
2523.0,1.0396509256931978,27.57664964867191,0.0,0.0,,
2524.0,1.0128731368929482,-1.1416417130378338,11.2,1.6,,
2525.0,0.9945613126323974,-25.130148383252312,18.32,14.1,,
2526.0,1.0412065878696204,-19.193824028875525,238.45,46.86,,
2527.0,1.0420589241451947,-4.052102497860127,59.77,16.7,,
2528.0,1.0371120754220617,-19.628127081875093,-10.41,-3.3,,
2529.0,1.0202409482491677,-26.578362616612807,0.0,0.0,,
2530.0,1.0617083083065517,-29.271095547902725,77.39,20.7,,
2531.0,0.9857732740693321,-20.886066183111407,1.3,-0.0,,
2532.0,1.0912421558037297,46.979137314781596,-0.0,-0.0,,
2533.0,1.0029738925781095,-3.9378467669148223,56.7,8.0,,
2534.0,1.066932,-19.578389325753278,0.0,0.0,179.0,36.34579551286147
2535.0,1.03327775608696,-1.3557371285909425,51.56,2.1,,
2536.0,1.0034596895143681,-28.211231042153436,15.12,9.4,,
2537.0,1.0013308549262427,-23.8481622065072,70.28,16.2,,
2538.0,1.009500648554725,-43.97800133195065,118.8,39.5,,
2539.0,1.0247019999999998,-5.484154036835561,0.0,0.0,-122.4,18.145672754053088
2540.0,1.0006018511957175,-32.02014246791781,278.35,90.4,,
2541.0,1.02273,-18.51906036134911,0.0,0.0,123.2,3.3116194409370863
2542.0,0.9914046127258923,-27.445175177747824,72.68,45.0,,
2543.0,1.0277339832632935,-35.35835206296234,38.44,13.2,,
2544.0,1.017202691785032,62.44885203184516,27.33,5.0,,
2545.0,1.0304961830071278,19.66261061688668,0.0,0.0,,
2546.0,1.0769176587208062,-22.600216733968253,-0.0,0.0,,
2547.0,1.014326,0.8655860886732744,0.0,0.0,-16.7,2.544882788549581
2548.0,1.0032048602376242,-33.423259390999654,-4.88,5.5,,
2549.0,1.0469434666649635,-2.527978453004553,0.0,-0.0,,
2550.0,1.0478759999999998,-6.546426392721779,0.0,0.0,54.3,5.293919422562212
2551.0,1.0061470769558192,-60.80169169827703,205.3,27.8,,
2552.0,1.0445901625313152,5.430221887824182,28.53,11.3,,
2553.0,1.0436256214278072,14.94976185724807,25.77,-36.0,,
2554.0,0.933752291205521,-34.21034763477849,32.54,10.6,,
2555.0,1.066042554484972,13.148951225423202,-0.15,-1.0,,
2556.0,1.04865154349764,-17.432442341896085,0.0,0.0,,
2557.0,1.018904825884084,-13.817654426413815,-0.0,-0.2,,
2558.0,1.0184514507125104,-15.91102508682139,159.27,38.31,,
2559.0,1.0279321627360094,-22.18898282198461,17.02,5.9,,
2560.0,1.0028606556612203,-22.734582681954173,6.51,1.4,,
2561.0,0.9983121585781067,-24.258796116897404,1.8,0.7,,
2562.0,0.9983743597734325,-51.81910041404551,-88.6,-24.2,,
2563.0,1.0446448600610774,-4.108525760434197,52.86,13.0,,
2564.0,1.0257697445743734,-53.460260116115975,0.0,0.0,,
2565.0,1.0064181025992047,-12.602307406764611,-0.0,-0.0,,
2566.0,1.0342042340986808,-44.94255320594475,0.0,-0.0,,
2567.0,0.9994091815451933,-25.527434825983676,25.43,7.1,,
2568.0,1.020248,-27.230857744885864,0.0,0.0,80.91,63.791279262751964
2569.0,1.027206,63.4693130665597,0.0,0.0,-17.85,28.27273649032267
2570.0,1.0734611025689433,-40.58104335034545,-28.96,-8.62,,
2571.0,1.0224926801601597,-25.815043660652883,-0.0,-0.0,,
2572.0,1.044176,16.26538908441578,0.0,0.0,411.2,80.57500580747077
2573.0,1.0256268520109575,-2.270212431049804,152.18,23.99,,
2574.0,1.003943003073951,-49.72832187895746,100.1,44.5,,
2575.0,1.0311843863647239,-2.19617649140282,62.97,17.4,,
2576.0,1.0533555086331785,-25.91396548216787,27.05,22.7,,
2577.0,1.0369679892547912,-33.53476296762377,0.0,0.0,,
2578.0,1.0046502175910783,-49.597403936872595,-0.0,0.0,,
2579.0,1.047822657999501,-28.65930913862458,-0.0,-0.0,,
2580.0,0.9177144982230939,-32.52996964021521,0.0,-0.0,,
2581.0,0.9578858658310001,-28.75749494679287,-15.72,5.2,,
2582.0,1.053913351961649,-19.934631154581005,2.3,0.8,,
2583.0,1.0119679024778354,-13.739968455290938,174.6,48.9,,
2584.0,1.013649443261068,12.701162238114115,13.9,1.9,,
2585.0,1.0988502228780157,-24.142415074760333,-0.0,0.0,,
2586.0,1.0616958702827861,-18.167626360993705,0.0,0.0,,
2587.0,1.0136772876653313,-29.71534030126195,39.04,24.2,,
2588.0,1.028186,-12.279970286628533,0.0,0.0,-196.1,47.701289301436304
2589.0,1.02499,-11.601904212160893,0.0,0.0,567.0,-53.73661269350133
2590.0,1.0397005739281535,4.7032959159800525,0.0,0.0,,
2591.0,1.0259695711767773,-14.50486907900028,253.77,84.6,,
2592.0,0.9788261853119692,-21.744667211537603,28.13,14.2,,
2593.0,0.9671444291282784,-23.46499855633625,-9.51,3.1,,
2594.0,1.058099,-27.18304696238127,0.0,0.0,127.2,17.759606306312712
2595.0,1.073729,14.651931781347523,0.0,0.0,994.2,520.7595860213164
2596.0,1.0404910790081476,-24.60395605099719,0.0,-0.0,,
2597.0,1.0301444522625693,-10.828801240192385,14.72,5.4,,
2598.0,1.0376247497280873,-14.930819682157974,25.63,12.7,,
2599.0,1.0293121895884887,18.39544647588536,48.8,6.9,,
2600.0,1.047035,-13.449644986493956,0.0,0.0,76.48,16.288182389171826
2601.0,1.0061308444309514,-35.00404976899148,-0.0,0.0,,
2602.0,1.0564553616442574,-23.880866697851427,-23.13,-8.4,,
2603.0,0.9851910019457872,-31.480852823251762,-0.0,0.0,,
2604.0,1.0319489999999998,15.159447300652111,0.0,0.0,-196.5,11.234166746330438
2605.0,1.046664483862936,-9.916112599803826,115.3,-8.8,,
2606.0,1.0416010000000002,13.041835072283224,0.0,0.0,291.9,111.82357371429842
2607.0,1.0581064326378056,-17.757061244646575,-0.0,0.0,,
2608.0,1.0064843456512518,20.7405760862411,226.8,53.2,,
2609.0,0.9766018525757757,-26.02346442886242,14.92,4.4,,
2610.0,1.0160727850212568,10.133754675480397,499.8,110.3,,
2611.0,1.0428460815793814,-14.980463387317569,0.0,-0.0,,
2612.0,1.064249490606961,-31.340185832879413,-0.0,0.0,,
2613.0,1.0110817333023228,-34.58432374068472,0.0,-0.0,,
2614.0,1.0189613585447677,-6.709172557300041,0.0,0.0,,
2615.0,1.0302223614878894,-44.35086825402449,-0.0,0.0,,
2616.0,1.0388852510159285,6.246392773558868,-0.0,0.0,,
2617.0,1.0487183614296527,-26.05376057343381,14.74,14.7,,
2618.0,1.0114516532918205,-8.997105246358478,69.7,9.9,,
2619.0,1.017057758461159,5.3580336422036625,0.0,0.0,,
2620.0,1.030287,-28.700570880087735,0.0,0.0,201.0,40.84610198455728
2621.0,1.0140060156834056,-19.28414840048129,112.1,16.0,,
2622.0,1.0436894519107356,-49.7325977808637,-0.0,0.0,,
2623.0,1.0193558470533461,-3.79185986629029,64.4,9.1,,
2624.0,1.037675,-21.814811604413116,0.0,0.0,53.4,22.535488780689644
2625.0,1.0291620681639415,-30.97973359779853,10.61,3.5,,
2626.0,1.063132257585305,-17.730451998651773,5.51,2.0,,
2627.0,1.048065,8.219883115731568,0.0,0.0,1367.0,268.3563297072264
2628.0,0.9759381243461267,-28.516581969615988,0.0,-0.0,,
2629.0,1.0412044010270876,-24.055224648569443,203.1,65.2,,
2630.0,1.0176794100029243,-12.418385034587008,166.7,87.6,,
2631.0,1.0092796331862286,37.56701155644127,29.93,-4.2,,
2632.0,1.0206624727326894,-9.493217349591543,655.8,72.8,,
2633.0,1.015171551999796,-21.38608052513703,3.7,1.3,,
2634.0,1.028543095206875,-37.06723251657057,0.0,-0.0,,
2635.0,0.849346769322126,-36.57450419871311,42.95,26.6,,
2636.0,0.9994773302595021,-48.48488328725592,98.3,25.9,,
2637.0,1.0215588347236404,-37.00370886868337,33.04,12.1,,
2638.0,0.9710314492109159,-29.596345114673664,21.72,7.2,,
2639.0,1.0414852858700157,-24.46491657882355,45.05,-4.5,,
2640.0,1.0150691787576382,-1.45456093856966,37.6,5.4,,
2641.0,1.0365439832150825,-10.432708804217935,0.0,0.0,,
2642.0,1.0528359999999999,-37.108447189171784,0.0,0.0,1897.0,-46.81115516911291
2643.0,1.0045639922907292,-28.312862296616185,2.0,0.5,,
2644.0,1.0678421433672112,-24.231594693408997,0.0,0.0,,
2645.0,0.9943548850892749,-23.365214738126493,-0.0,-0.0,,
2646.0,1.0600877393003634,-9.434871912146637,123.1,3.9,,
2647.0,1.005466489257938,3.2951522900388817,70.18,30.5,,
2648.0,1.0581756730890726,11.775708966343478,46.65,15.1,,
2649.0,1.0870060000000001,-32.711999426909486,0.0,0.0,156.9,87.12042632127842
2650.0,1.036234,-35.481585250930834,0.0,0.0,116.6,6.065937753672156
2651.0,0.9901703508264795,-25.196315808954477,0.0,0.0,,
2652.0,1.0139666603419903,-29.408665410099136,93.1,43.7,,
2653.0,1.032593,-22.402521322229404,0.0,0.0,41.92,40.55648551554056
2654.0,1.0166533144399867,-18.40143652520076,207.1,50.4,,
2655.0,0.9831559637873054,10.450206184421791,-0.0,-0.0,,
2656.0,1.0319661077579272,-22.477751032474945,-0.72,0.0,,
2657.0,1.0179959872499431,52.09987764524535,0.0,0.0,,
2658.0,1.020867,-49.24824399619708,0.0,0.0,308.31,-0.5710606519693471
2659.0,1.0004179755313647,-0.6496875146693702,-0.0,-0.0,,
2660.0,1.011944,-31.681732142453733,0.0,0.0,144.9,14.710933118959392
2661.0,0.9425897980605583,-29.3866390159153,45.45,28.1,,
2662.0,1.014043,61.321237215499856,0.0,0.0,-27.87,11.229590543138906
2663.0,1.0171565344633169,-22.19806134984597,150.0,104.3,,
2664.0,1.049614,-21.447411019491906,0.0,0.0,371.59,172.65013645523663
2665.0,0.9821927229251326,11.169498161593124,-0.0,0.0,,
2666.0,1.0096757456263732,-7.3498392085455375,30.6,4.3,,
2667.0,1.0277704582679164,-53.331770993727424,70.68,10.7,,
2668.0,1.0178820784170868,-44.294837788053776,252.9,95.6,,
2669.0,1.0094001709809908,-48.59669778183325,223.5,48.0,,
2670.0,1.0079398359913596,-40.31552036655905,20.92,1.1,,
2671.0,1.0273469001206368,-31.158595225574416,16.82,5.5,,
2672.0,1.025261008691078,-22.41581301722591,7.41,1.8,,
2673.0,0.9861727712473696,-36.586343737079815,13.21,4.4,,
2674.0,0.9648323169360905,-28.16756202971992,0.0,-0.0,,
2675.0,1.0267660718464189,-41.504647072530965,0.0,-0.0,,
2676.0,1.0339545313272192,-14.655486226131293,123.24,23.65,,
2677.0,1.0320042753895924,-16.684883701560693,-0.0,0.0,,
2678.0,1.0656171626865376,-23.152205068385015,10.61,3.8,,
2679.0,1.0465509109835753,-19.440348606502937,27.93,10.1,,
2680.0,1.0364906772440117,-35.34207170819627,-0.0,0.0,,
2681.0,1.0712793700981953,39.68768249779487,0.0,0.0,,
2682.0,1.0303625433280958,-29.084805231208573,-0.0,-0.0,,
2683.0,0.9978361179811784,0.2794245225766804,-0.0,-0.0,,
2684.0,1.0197218982900864,-36.799842599364496,394.9,45.9,,
2685.0,1.010899,-45.08014549858889,0.0,0.0,157.2,52.51319196458076
2686.0,1.0169259999999998,-42.79690552745744,0.0,0.0,-72.9,-28.930275612970313
2687.0,0.9994663232001689,-28.669309882451493,2.0,1.0,,
2688.0,0.9141828030591186,-32.75257274206566,0.0,0.0,,
2689.0,1.0297160219801555,-1.6754337041242005,0.0,0.0,,
2690.0,1.033725218176541,-22.469202550723548,-0.0,0.0,,
2691.0,1.0045930495469153,-25.2801774340163,-5.89,-3.59,,
2692.0,0.9845988473480589,-54.52318192661984,285.2,65.3,,
2693.0,1.0350918407000373,-18.11648365930953,149.6,21.3,,
2694.0,1.0187231662657075,-44.791446072811475,681.5,57.7,,
2695.0,1.0351992876898055,-20.423267794958324,16.22,8.9,,
2696.0,1.0471021183095457,-26.384373298926835,0.0,0.0,,
2697.0,0.9970562877578143,-29.052262626491633,-0.0,0.0,,
2698.0,1.0248783618652748,27.07886992203429,0.0,-1.2,,
2699.0,1.022839277927914,-30.510633311433146,23.13,8.8,,
2700.0,1.0323917306525308,-39.24315091724676,-0.0,0.0,,
2701.0,0.9985187092083626,-33.6197912630763,0.0,0.0,,
2702.0,1.0388982466375918,-25.181754751720284,151.7,27.6,,
2703.0,1.0331567097760503,9.23146937375118,-0.2,-4.97,,
2704.0,1.0126469999265444,-36.023568330707626,56.26,18.5,,
2705.0,1.0155274241601084,10.666396335619943,117.4,12.1,,
2706.0,0.9983277076811808,-16.636339996657366,118.0,37.8,,
2707.0,1.0771893314509804,-16.34127436423144,0.0,0.0,,
2708.0,1.0204138261330384,0.08234966808037901,47.75,18.8,,
2709.0,1.017832677971445,-45.85565069937654,189.7,52.0,,
2710.0,1.035068,-32.360078038928414,0.0,0.0,768.7,313.7654325765576
2711.0,1.014653985689319,-0.6443528126740322,106.6,15.2,,
2712.0,1.0122943901630979,7.488082591286823,104.8,22.0,,
2713.0,0.985009015130991,-17.194322536513223,11.01,4.0,,
2714.0,1.0219811226911508,-24.9521832330139,-0.0,8.4,,
2715.0,1.0394727179177792,-16.054403558413487,90.5,27.8,,
2716.0,1.031061280851648,-22.42565762426898,-0.0,0.0,,
2717.0,1.05136182754924,-21.86634163448087,32.04,11.0,,
2718.0,1.0474958616676469,12.034891181389591,48.8,6.9,,
2719.0,1.041789,-14.897126237308742,0.0,0.0,77.6,-16.935397279138932
2720.0,1.0173479957646154,17.71670664801166,13.01,14.2,,
2721.0,0.9705491430502667,-22.97410457800937,-0.0,0.0,,
2722.0,1.0245330851916823,8.483727624449314,0.0,0.0,,
2723.0,1.0041656684911682,-12.143805489252422,3.8,0.6,,
2724.0,1.027261812666286,10.094802391701824,151.2,81.3,,
2725.0,1.014934,-29.267798413299158,0.0,0.0,105.45,-2.7033079384444214
2726.0,1.026428180679825,18.366620913317234,0.0,0.0,,
2727.0,1.034720431996211,-20.072486044139815,32.54,11.7,,
2728.0,1.0405280146105347,27.664575632948512,-0.13,-1.0,,
2729.0,1.050822,-27.780936112930686,0.0,0.0,38.47,16.320887723574877
2730.0,1.0381177821704692,-43.95069658182392,0.1,152.7,,
2731.0,0.951259687926314,-32.28368627151934,44.05,14.6,,
2732.0,1.0100145002115164,-9.498511205989763,85.59,20.72,,
2733.0,0.9907969156703117,-15.7503347592474,36.19,10.75,,
2734.0,0.9904159917702593,-48.14023061111575,-61.67,-0.9,,
2735.0,1.0240547452322444,-3.8533055995757612,29.5,4.3,,
2736.0,1.032664,49.79475797782228,0.0,0.0,204.3,-15.743137318884589
2737.0,1.1389754158905028,-21.58801840119044,-0.0,-0.0,,
2738.0,0.9915684730434816,-30.910674741255733,0.0,0.0,,
2739.0,0.9678892837293062,-29.01274516315015,-0.0,-0.0,,
2740.0,1.0245556587460833,-54.22536251098488,36.24,5.7,,
2741.0,1.013219058653396,-6.749238464094668,148.5,21.2,,
2742.0,1.0586934597549125,-25.261978551538636,0.0,0.0,,
2743.0,1.039467,50.219303543037874,0.0,0.0,69.2,17.61977675123245
2744.0,1.0154171250143946,-20.76472553220473,-9.82,-3.4,,
2745.0,1.024365366550254,-1.799972491055733,0.0,-0.0,,
2746.0,1.0123796240621679,-6.993972215974394,27.9,4.0,,
2747.0,1.021128348593454,-23.51860116531985,-11.77,-3.81,,
2748.0,1.0203764713748353,-2.267318584169398,65.47,26.7,,
2749.0,1.0320534401823382,-30.760661613751576,55.56,26.5,,
2750.0,1.0286580612798526,-17.87125672074716,118.4,16.9,,
2751.0,1.038725478391546,-21.445539242459212,34.54,8.6,,
2752.0,0.9827182156445096,-26.269620607070962,12.21,1.0,,
2753.0,0.9382523367023301,-30.098556863987902,-0.63,-1.17,,
2754.0,1.0550001543031364,-12.640859805018426,-0.0,0.0,,
2755.0,1.0260746123664464,-0.3244420825474331,0.0,-0.0,,
2756.0,1.0263169229986329,-15.058659078289562,159.3,13.5,,
2757.0,0.9773154367716846,-27.12492299268,-0.0,-0.0,,
2758.0,1.0500979999999998,15.133807243946992,0.0,0.0,608.9,-3.4492318118952596
2759.0,1.0336541920517242,-2.2735680531353317,90.4,13.8,,
2760.0,1.0261027680879138,5.507200412389174,64.87,25.6,,
2761.0,1.0319584053340922,-29.927745447694598,8.51,2.8,,
2762.0,0.999792018538725,5.189320827958033,59.9,8.5,,
2763.0,1.0045593637667705,-24.004007334156864,16.52,6.0,,
2764.0,1.045688,-49.250647789922006,0.0,0.0,575.4,88.59647281828259
2765.0,1.018042699340798,9.375113241195146,40.5,5.7,,
2766.0,1.034583400317226,-36.646044913585264,0.0,-0.0,,
2767.0,0.989259249364765,-27.037448493182513,0.0,0.0,,
2768.0,1.0157630137668683,-3.815459643722373,34.9,5.0,,
2769.0,1.0222886229537513,27.458198467570575,98.6,28.3,,
2770.0,1.0430111705007399,-9.03272176270687,85.39,14.3,,
2771.0,1.0537903791574035,7.488109716363542,57.21,-7.12,,
2772.0,1.052747215323197,-28.30834045675519,103.1,3.1,,
2773.0,0.9828147505818003,-13.869451915143399,4.7,1.8,,
2774.0,0.9993793681631779,-24.530662655088392,1.5,0.3,,
2775.0,1.0247279999999996,1.3911103925382058,0.0,0.0,660.0,96.33961962486978
2776.0,1.0354501379434968,-22.655195430165875,16.76,-0.51,,
2777.0,1.0554688679318531,-14.913880480361597,26.63,7.6,,
2778.0,1.001295261329509,-27.96616898044071,0.0,0.0,,
2779.0,0.9385041314176469,-30.082162250170274,35.34,21.9,,
2780.0,0.975703147544366,-25.308990499189164,2.9,0.8,,
2781.0,0.9946054031607593,-24.84943544131215,-9.41,3.1,,
2782.0,1.0654095427378607,-11.243159658656431,-28.13,-0.81,,
2783.0,0.9642737689378871,-28.268117022070115,0.0,-0.0,,
2784.0,0.9987849505801889,11.468776707351056,0.3,1.3,,
2785.0,0.977381527389305,-50.03393614167937,189.4,25.8,,
2786.0,1.0789840000000002,7.002650884408088,0.0,0.0,1221.2,422.53158248084594
2787.0,1.0056070489617086,10.747556069320781,0.0,-0.0,,
2788.0,1.0120688257260273,21.26540596835529,129.5,26.0,,
2789.0,0.9916126599187749,-31.130174642568623,0.0,0.0,,
2790.0,1.0782712763185573,-17.91419919551454,-0.0,-0.0,,
2791.0,1.015494,-2.636872431653932,0.0,0.0,-4.7,8.47608618111873
2792.0,0.9789006876177647,-26.131492041705016,3.0,0.1,,
2793.0,1.0297604826245512,-8.502080141799802,16.7,2.4,,
2794.0,1.0316602098051848,-17.98151400584352,0.0,-0.0,,
2795.0,1.066335024490258,-31.907361255601383,-0.0,-0.0,,
2796.0,1.0325846829110241,9.193247472642996,100.7,17.5,,
2797.0,1.041702,-4.407264211154569,0.0,0.0,-95.1,6.312453270022999
2798.0,0.9981980396412586,-25.760212935395547,8.91,2.7,,
2799.0,1.0597520000000005,-12.172439446639965,0.0,0.0,66.8,0.948812529313507
2800.0,1.0247799999999998,-48.625580700164534,0.0,0.0,1048.2,-11.187410619869183
2801.0,1.038595394228059,-23.949245174992594,0.0,-0.0,,
2802.0,0.9962075694327113,-27.75043579928954,24.63,8.1,,
2803.0,1.010904149660199,-35.783967102694845,69.08,68.0,,
2804.0,1.0237522359561568,13.828583121718625,31.33,9.6,,
2805.0,1.0392907102219,-41.67280944992941,390.8,79.5,,
2806.0,1.0472365242923707,0.31650791815477014,-0.0,-0.0,,
2807.0,1.0493839338338486,-13.923149945393721,327.4,125.3,,
2808.0,1.0047813275952295,-4.0155846049546975,72.0,10.3,,
2809.0,0.9766716048431959,-39.94317940276797,27.53,11.0,,
2810.0,1.036015,14.47919296688246,0.0,0.0,283.5,-13.209136917230978
2811.0,1.0163113436978661,-33.11553445628003,6.91,2.3,,
2812.0,1.0147023898323508,16.919966788210704,97.0,18.6,,
2813.0,1.0314614697239606,-18.244400954099085,32.94,11.8,,
2814.0,1.0832566726915562,-18.363776769762328,0.0,0.0,,
2815.0,1.032607134862457,-22.378772928853888,25.33,14.2,,
2816.0,1.0495769999999995,0.46905785746556783,0.0,0.0,1250.4,297.6485305863687
2817.0,0.9874570000000003,-46.462064694915874,0.0,0.0,71.8,6.139386878928571
2818.0,1.020676704471051,-14.595153585829832,76.6,10.9,,
2819.0,1.031865788066469,-37.978509523362234,22.02,2.2,,
2820.0,0.9901483368870243,-25.596238876197013,0.0,0.0,,
2821.0,0.9963611330282524,-50.136160142505666,81.19,31.4,,
2822.0,1.020284,-46.19504338610643,0.0,0.0,86.4,17.116661327305877
2823.0,1.031744419860135,-31.20735520130927,19.32,6.4,,
2824.0,1.026357803232697,18.702525442405662,-0.0,-0.0,,
2825.0,1.0273146231388188,-28.62398961435237,0.0,-0.0,,
2826.0,1.022551,17.72674349998459,0.0,0.0,160.0,-15.244547004230355
2827.0,1.031114628379565,0.8144811702934442,8.91,4.9,,
2828.0,0.9897420898929427,-19.368815463313496,166.7,87.6,,
2829.0,1.0460866979605938,-36.23834342910439,69.28,23.8,,
2830.0,0.962468446519078,-26.332309602314602,46.55,9.1,,
2831.0,1.0252631565616948,-22.061818912174736,7.41,2.7,,
2832.0,1.0166133004840556,13.336637557584616,48.15,14.8,,
2833.0,1.0005498918318236,-4.861009409875858,62.7,9.0,,
2834.0,0.9919956104261141,-15.531041520098674,3.8,1.3,,
2835.0,1.0432159999999995,-2.7306514510288564,0.0,0.0,756.52,54.16723761599192
2836.0,1.014779049541183,62.982566961707214,31.28,5.34,,
2837.0,0.9796400020043983,-33.806290048297896,-0.0,-0.0,,
2838.0,0.9751409699819127,-27.13738713022854,-9.31,3.0,,
2839.0,1.03617,66.86410714697634,0.0,0.0,29.2,17.942896971872543
2840.0,1.0734697813525684,-21.66836258081491,330.9,51.9,,
2841.0,1.080183,-25.861453888394326,0.0,0.0,80.7,-0.01742160587276942
2842.0,1.037135,-6.556706105527797,0.0,0.0,31.6,5.888618701016432
2843.0,0.9773107219255767,-27.129902174622767,25.13,15.6,,
2844.0,1.0055860432094559,-46.47129638567751,179.0,50.5,,
2845.0,0.9883304246861377,-25.24369817495751,21.22,5.3,,
2846.0,0.9570770883375531,-18.367977886706857,42.25,4.4,,
2847.0,1.0484963135727146,-3.3488890306034866,40.14,8.8,,
2848.0,0.9925817094933418,-6.884164835237822,453.23,139.16,,
2849.0,1.033234990917731,-43.02086449116817,0.0,0.0,,
2850.0,1.0309002824956575,-18.197225958665264,-0.0,-0.0,,
2851.0,1.0149222905609587,-26.311540078147832,-0.0,-0.0,,
2852.0,1.063812,58.400029423359165,0.0,0.0,138.4,-4.286373617879413
2853.0,0.9981539999999999,-36.02831210802899,0.0,0.0,126.0,12.398326231041189
2854.0,1.0452753091759532,-10.45836084842646,-12.33,-2.65,,
2855.0,1.091405803582023,-16.8821525670584,-0.0,0.0,,
2856.0,0.9714969748797647,-23.99451122296092,7.11,4.4,,
2857.0,0.9893289497836948,-19.38618541957765,4.2,1.1,,
2858.0,1.012707565820921,-19.55085847643673,192.3,84.6,,
2859.0,0.9528816099037114,-30.28798270676746,-57.0,-24.9,,
2860.0,1.0034596895143681,-28.211231042153436,0.0,0.0,,
2861.0,1.007397909505733,-29.079975803678867,17.72,5.9,,
2862.0,1.0279489999999993,-6.776770109022482,0.0,0.0,-109.6,20.354118863720963
2863.0,1.0296754404572914,-10.99630781515824,37.73,13.84,,
2864.0,0.988350180882462,-28.751493712109387,30.03,10.0,,
2865.0,1.037193943612219,-19.4897947880264,46.35,16.8,,
2866.0,1.0313030857589307,-7.179734174859158,-0.0,0.0,,
2867.0,1.047385,-20.984646186033682,0.0,0.0,-120.1,-0.45623740897107723
2868.0,1.0302781305858923,-8.424011257888534,0.0,-0.0,,
2869.0,1.1338708554430144,-18.92598430180297,18.8,8.5,,
2870.0,1.0193294937136232,3.692433324599417,-0.0,0.0,,
2871.0,1.0120389866652513,-47.58293513439548,59.32,-20.32,,
2872.0,1.0543440000000002,-10.594260318537934,0.0,0.0,4.5,-0.17967061830669406
2873.0,1.08581337193907,-33.42632034456681,33.36,20.0,,
2874.0,1.006921,10.121076689183942,0.0,0.0,-144.07,150.92441349905795
2875.0,1.0401090951724015,-36.439407115991436,69.28,23.1,,
2876.0,1.0439396575904158,-26.77926512786523,24.13,15.0,,
2877.0,1.0385830295086145,-14.58055129792439,29.93,-0.0,,
2878.0,1.0479230000000002,-10.998933303441786,0.0,0.0,8.95,-7.199495341710559
2879.0,1.040687848575035,-6.60096765743255,13.82,5.0,,
2880.0,0.9991071159299842,-48.526638973426024,-0.0,-0.0,,
2881.0,1.0248789999999999,9.325622025290862,0.0,0.0,131.9,-17.261421865640145
2882.0,0.9904236261711364,-26.20566378724301,-7.47,-6.45,,
2883.0,1.0270290265835087,-11.864026228800515,205.9,38.3,,
2884.0,1.0216479142300448,-38.23751546617479,282.5,17.4,,
2885.0,1.092895273619726,-25.102655885381523,0.0,-0.0,,
2886.0,1.0570039999999998,-13.36797869403121,0.0,0.0,60.9,13.417729797987185
2887.0,1.0133662287221572,-40.29098564305287,57.66,61.0,,
2888.0,1.008290416572771,-20.617447976176344,-0.0,0.0,,
2889.0,1.048888659201624,-1.0163519443041802,-0.0,0.0,,
2890.0,1.0498153022939742,-7.316649219049864,102.8,30.8,,
2891.0,1.00843340701073,1.5513192478903084,254.9,71.4,,
2892.0,1.1065642736809906,-15.91619960253976,10.11,3.7,,
2893.0,0.9947594815697746,-30.978138744866218,-0.0,-0.0,,
2894.0,0.9992629534249736,-38.852132438194175,-0.0,0.0,,
2895.0,1.0138987895000324,-13.908125862716314,151.0,45.7,,
2896.0,1.009058,-44.42445638078319,0.0,0.0,-223.4,8.48654220068461
2897.0,1.079272,-18.12447963186344,0.0,0.0,99.6,-13.211404824424704
2898.0,1.0319173760787308,-22.46556878226833,56.76,13.4,,
2899.0,1.0515851671989762,-44.803187966954184,-0.0,-0.0,,
2900.0,1.0440230407055549,5.13806400117707,0.0,0.0,,
2901.0,1.0261819082901211,-15.234494129848727,-0.51,-20.69,,
2902.0,1.069,-23.272137055434772,0.0,0.0,20.9,2.8377425390502458
2903.0,0.9848890561164462,8.802645378620154,133.7,59.0,,
2904.0,1.0788149301691472,-12.88220596176531,0.0,-0.0,,
2905.0,1.013927286515169,-35.24665402863623,-0.0,0.0,,
